title,score,review
기적,10,핵 슬퍼용.... 한번 더 보고싶은 영화
유열의 음악앨범,10,"현실적이어서 좋았어요 특히 특유의 옛 분위기로 인해 제가 그 시절로 돌아간 듯한 느낌을 받았어요 어찌보면 전개가 답답할 수 있지만 그 답답함이  없었다면 이 영화는 없었을 것 같아요 영화를 보며 웃고, 울고, 설레는 감정을 다 느꼈던 것 같아요 개인적으로 정말 감명깊게 봤어요"
듄,10,극장에서 봐서 다행이다
듄,2,아 이게 영화냐? 너무 못만들고 내용도 개떡같고 지루해 죽는 줄 알았다. 고문하냐?
이웃사촌,8,감동이 있는 영화입니다
베놈,1,정 가는 캐릭이 1도 없음!!!
23 아이덴티티,1,이걸 재밌다고 하는 사람 생각 있음? 이 영화 좋다하는 사람 대다수 남자일 듯 지금까지 영화를 보면서 이렇게 시간이 아까운 적은 없었는데..ㅋ스토리도 엉성하고 등장인물 다 그닥 별로임 보면 후회할지도
데쓰 프루프,7,쿠엔틴 이 쿠엔틴 했네ㅋㅋㅋ
보이스,9,
듄,1,진짜 조오오오온나게 재미없음 평점믿고 중간에 안자고 계속봤는데 정말 실망
하워즈 엔드,7,영드 시리즈 압축편 각
클레멘타인,10,감동적임 ㄹㅇ 꼭보세요
아담스 패밀리,10,재밌었고 시즌 2하면 더 재밌을 것 같다.
베놈 2: 렛 데어 비 카니지,10,저는 재미있었는데 친구가 스토리가 뻔하다고 하네요
차이나타운,9,다들 연기 잘하고 볼만했음. 여성 느와르 보고 싶으면 추천함.
차이나타운,9,다들 연기 잘하고 볼만했음. 여성 느와르 보고 싶으면 추천함.
걷기왕,2,"그냥 그럼 대충 억지감동, 저예산"
엑스트레모,1,매번 같은 클리셰 진부 하다
냉정과 열정 사이,8,이영화가 2003년에 나온 클래식과 같은 해 출시되었다는 점은 우연이 아닐 것이다.
듄,10,
듄,1,그냥 극장가서 한번 보세요... 보고 깨달으세요..
듄,6,초반에 엄청 지루하다가 후반쯤에 재밌어질려고 하다가 끝나버림...
듄,10,스케일과 스토리가 방대해서 좋아요기대됩니다~
듄,8,캐스팅이 찰떡이다  눈과귀를 사로잡음...2편  내놔
듄,1,진짜 재미없음 ㅜㅜ 중간에 잤어요
타다: 대한민국 스타트업의 초상,10,"이 영화의 묘미는 후반부다. 후반부에 등장하는, 누구도 예측불가능했을 위기에 치열하게 대처하는 이들의 태도가 감동적이었다."
나는 왕이로소이다,10,
나를 찾아줘,9,사람을 잔인하게 죽여서만이 잔인함이 아니란 걸 알려주는 영화.
홈,10,어른이 보기에도 충분히 재밌어요 !!
로마,10,"한 마디로, 잔잔하지만 굉장히 파워풀한 영화.  담담하게 서사를 풀어내는 힘이 있다."
듄,7,원작 1도모르고 관심도없는데 그냥 딱 7점짜리재미. 딱히 원작 공부하면서까지 보고싶은 마음도없고. 영상미랑 사운드는 좋고 아득히 먼 타 고대행성에서 벌어지는일 구경하는 느낌인데 자주 지루함. 뭔가 앞으로 대단한 이야기 풀어낼거처럼 가오잡지만 별기대는 안되는? 그리고 후반화면은 왜이리 침침하게 해놨냐 모래괴물나올때부터 후반결투씬까지 잠올뻔
터미널,1,이런 영화보고 난민 받자고 하는구나ㅋㅋㅋ 외부자는 항상 착하다라는 세뇌영화
동백,10,
라스트 듀얼: 최후의 결투,10,사건을 연출에  따라서 이정도로 집중할수있구나하게만든.. 각자입장에서  생각할수있는  명작.
듄,10,
007 노 타임 투 다이,10,007시리즈 전작들 안본 사람이 봐도 꿀잼!!! 피곤한 상태여서 졸 줄 알았는데 몰입도가 높아서 하나도 안 졸고 재미있게 봤어요!!!
더 포가튼 배틀,3,"개연성 제로, 몰입도 제로.잘 만들어진 영화에는 행동에 대한 당위성이 있어야 하나, 그저 액션에만 치중된 답답한 영화"
듄,10,
듄,1,ㄹㅇ 돈아깝다 돈 넘치면 보셔도 괜찮은 영화네요
세자매,10,"""그때 내가 다르게 대처했더라면 조금 달랐을까..?""과거의 여러 순간들이 후회로 남지만, 일단 현재를 살아갑시다 이제부터가 중요해요!"
샹치와 텐 링즈의 전설,9,이번편은 다음편을 위한 예고편이다 생각하고 다음편 기대하고있습니다 코믹스내용을 다루면 괜찮을거로 예상합니다
베놈 2: 렛 데어 비 카니지,10,
듄,1,"노잼, 노잼, 핵노잼, 소설 매니아지만 영화 핵노잼"
봄 여름 가을 겨울 그리고 봄,10,솔직히 감독의 사생활적인 부분이 몰입감과 영화에 대한 불편함이 있었지만 영화 자체로 보면 굉장히 훌륭하고 많으 생각과 감동을 주었다
듄,10,꼭 보세요 극장에서 보셔야 합니다
"지금, 만나러 갑니다",10,몇번을 봐도 감동이다. 나도 이런 사랑을 하고싶다는 생각이 드는 영화
007 노 타임 투 다이,10,"예전의 바람기 다분했던 모습에서 가족을 생각하는 다니엘 크레이그의 모습이, 007도 세대가 교체되는구나 생각되네요. 정말 즐겁게 봤습니다"
남의 나라,10,초록이 너무 귀여웡
"어디갔어, 버나뎃",10,"오랜만에 느껴보는 여운과 감동. 자칫 매력없어보이는 주제였지만 시간 가는줄 모르고 울고 웃었다. 모두 편들어주지 않고 혀를 차는 괴짜 엄마 옆에 진정한 모습을 사랑해주는 딸이 얼마나 든든하던지, 오랜휴식 끝 드디어 일생의 목적을 찾은 버나뎃을 보면서 용기가 생긴다."
듄,6,영상미 좋은 건 둘째치고 듄나 길어요….. 듄내 지루함…
베놈 2: 렛 데어 비 카니지,2,내용 어지럽고 초반에 잠들었다.베놈과 남주 얘기하는게 너무시끄러움
세 번째 살인,2,평론가들이 좋아할 만한 영화 복잡하기만하고 내실은 하나도 없다 메시지만 좋으면 뭐하나? 재미가 없는데. 영화라면 재미는 기본이고 그 안에 메시지를 담고 있어야 좋은 영화다. 메시지만 담을꺼면 다큐멘터리를 보는게 낫지 영화를 볼 필요가 없다.더구나 그 메시지도 진부하디 진부한 메시지
블랙 스완,9,주인공이 흑조 배역을 따내기 위해서 고통스럽게 흑화 하는 모습이 관객들에겐 하나의 흥미로운 장면으로 보여지게 되는 것 같아서 한편으로는 소름 돋고 그런 고통을 안고사는 주인공이 너무나도 안타깝고 비극적인 인물로 묘사된 것 같습니다. !
베놈 2: 렛 데어 비 카니지,10,사랑혀 톰하디 …… 평점을 먼저본것을 후회한 영화
드래그 미 투 헬,8,B급 감성 호러도 이렇게 만들면 재밌음
듄,8,영상이 특유의 디스토피아적인 세계관을 잘 표현했다고 생각 단 듄세계관에 대한 이해가 없는 사람이라면 조금 지루했을 수도 ..
듄,10,Part 2는 언제 나올지?드니 빌뇌브가 진정한 천재인듯….
007 노 타임 투 다이,6,다니엘 크레이그 형님의 위엄 그 자체는 거의 최고조 급이었지만 개인적으로 영화가 007 전통을 좀 많이 어긴 것 같습니다
듄,1,영화관에서 본 영화중 가장 최악 제작비 가져다 버린 영화 이걸 본 빠에는 넷플릭스 보세용~
듄,10,소설을 영화로 만들때 감독이 누구인지가 제일 중요한 대표적 사례
모가디슈,10,재밌고 엄청 감동적이에요
노회찬6411,10,영화 볼 수 있어 감사합니다노회찬 노동운동가!존경하는 정치인으로 영원히 기억할겁니다!
듄,10,와… 동네 대형관에서 봤는데 아이맥스로 다시보고 싶네요. 영화관을 나오는데 다음편이 언제 나오나 검색했습니다.
듄,9,대서사시의 첫 이야기. 압도적 스케일. SF 계의 반지의 제왕? 왕좌의 게임?
베놈 2: 렛 데어 비 카니지,10,킬링타임용 19세로 나오면 너무 좋을거 같은디솔직히 6점대 영화는 아닌거 같아서 10점 드립니다. 7점 후반대가 적당한듯..
베놈 2: 렛 데어 비 카니지,6,액션씬은 뭐 딱 기대 한만큼? 나왔고 솔직히... 러닝타임 한시간30분안에 다 넣기엔 무리가 있었음 한시간도 안바라고 20분이라도.. 넣어줬다면 적당히 천천히 스토리 전개해나갈 수 있었을텐데.. 그리고 카니지라는 캐릭터가 좀 잔인해야하는데 청불로 나오지 못해서 아쉽고 쿠키영상은 좋네요 ㄹㅇ 근데 마블팬 아니면 이해 못할듯
밀레니엄 : 여자를 증오한 남자들,8,루니마라 몸매가 예쁘다
이터널 선샤인,8,'새출발을 하려고 하지만 세상은 항상 같은 길로 이어져있고 나는 그 길을 걸어갈수밖에 없다'
이웃사촌,10,픽션이지만 픽션같지않은... 민주주의가 고스톱쳐서 따는게 아니라구~소수의 피와 평범한 다수의 사람들의 연대로 세상이 바뀐다.
기적,10,모든 아픔과 오해속에서도 깊은 사랑이 존재하고..
듄,10,아이맥스 추천..누가 지루하다했던가? 한시도 눈을 뗄  수없음..강추~~!!!  음악이 한스 짐머라는 것도 반전.
브라더,1,느슨해진 한국영화에 더욱 느슨함을 주었다.
듄,10,"상영시간 내내 아라키스 다녀온 느낌입니다ㄷㄷ특유의 분위기는 물론, OST가 분위기를 한층 더 올려주고, 서막이라는 느낌이 강하게 다가옵니다. 진짜 멋져요 ㅜ"
라스트 듀얼: 최후의 결투,10,열등감에 사로잡힌 두 남자사이에 낀 여성. 모성으로 참아왔던 불합리함은 마음이 아팠다
허밍,7,뻔한데 볼 만하네 ㅎㅎ
패밀리 맨,4,"오히려 진정한 행복의 기준이 뭔가 혼란스러워졌습니다. 왜 '우리'라는 가치가 '부'라는 가치보다 우월한지 좀 더 명확히 표현해야 하는데 하다 만, 그저 '아무튼 우리가 함께하면 좋아'로 마무리되기 때문입니다."
베놈 2: 렛 데어 비 카니지,1,개노잼ㅇ차라러처어여러케
듄,2,영화보면서 재미없어 나가고 싶은 충동을 만든영화임. 정말 재미없음
세 자매,8,"가정폭력의 자녀들을  잔잔하게  담아냈어요.  은근히 감동적이며  재미있게 잘보았네요. 겉으로 드러내지 않아도, 어렸을적 환경차이가  사람의 인생 송두리째  파괴되기도 하고, 행복하고 정상적인 인성을 만들기도 한답니다."
007 노 타임 투 다이,9,이제 007을 못보는건가요 ㅠ ㅠ.라스트신이 너무 슬펐네요.액션씬이 적다는 평이 있었지만..대신 감정적인부분이 많이 나와 전 오히려 인간적이고 좋았어요.처음에 영화가 너무 긴데 볼까말까했었는데...보다보니 2시간이 넘는 러닝타임이 금방 지나가는 영화였습니다
모가디슈,2,평점이 너무 높네요 7점대의 영화라 생각합니다
듄,2,핵재미없음 진짜인생에서 3시간이 삭제되었음
폭풍전야,5,전반적으로 연기가 하향 평준화네. 연기나 연출이라도 좋았으면 나의 사라진 시간이 덜 억울했을 듯.
듄,10,압도적인 영상미에 감탄. 아이맥스로 다시 보고 싶다. 남주의 아름다움에 빠짐. 미래의 건축물도 삭막하지만 멋짐. 그냥 모든게 멋짐 뿜뿜인 영화.
노회찬6411,1,미화 하지마
듄,10,와 이건정말 안보면손해다.. 기대하고봤는데도 보는내내 소름돋으며봤음 영화에기빨리고온기분 재관람해야겠어요!
화이트데이: 부서진 결계,10,저는 재밌고 열받고 슬프게 봤는데좋은 영화인데 평점악플은 이해가 안감잘만들어진 영화인데
베놈 2: 렛 데어 비 카니지,7,아무리 봐도 청불로 나왔어야 됬다
인비저블 게스트,10,두 번째 보는데도 스릴 넘침
수색자,2,평점이 높아서 낮춥니다 6.5점대인것 같아요
라스트 듀얼: 최후의 결투,9,런닝 타임이 길었지만 너무나 재밌게 보았다왜 이리 영화가 잘 만들었지 하고 보다가감독 리들리 스콧 보고 납득
스시 장인: 지로의 꿈,10,누군가는 이미 완성됐다고 평가하는 지로의 능력. 하지만 본인은 더 나아질 방향을 찾아가는 모습이 인상적입니다. 곧 90세를 바라보는 지긋한 나이인데도 전혀 나태하지 않은 모습에 깊은 감동을 받았습니다.
라스트 듀얼: 최후의 결투,8,세가지 시선의 진실.... 리들리 스콧은 정말 대단한 감독이다.
듄,10,파트2가 정말 기대되는 영화입니다~~  가족들 모두 대만족. 영화 시작초기 영사기 기계문제로 공짜티켓 3장까지 얻었네요~~^^
라라랜드,8,"인생은 재즈처럼, 스케일 안에서 넘고 좁혀지는 즉흥 연주."
듄,10,영화가 너무 아름답고 웅장합니다 최고였어요
듄,10,
스타 이즈 본,10,최고지...말해뭐해ㅜㅜ
라스트 듀얼: 최후의 결투,8,여성은 단순히 사유 재산으로 취급 당하는 사회. 그런 여성을 두고 벌어지는 수컷들의 자존심 싸움. 후반부로 갈수록 두 남자들 중 어느 한 쪽도 응원하고 싶지 않았다. 고증 마니아 리들리 스콧의 연출력은 두말할 것도 없이 훌륭했다.
수색자,10,요즘 넷플릭스  DP 영화 처럼 비슷 하긴 한데도군부대가 결국은 자신이 살고자 하는 이 현실 참 유감스럽더라구요 ?
조선명탐정: 각시투구꽃의 비밀,6,이 영화에서 유일한 반전은 임금도 애독자였다는거
듄,3,재미없고 초반부터 졸림. 연출이 약한건지 스토리가 진부해서인지 몰입이 안됩니다. 2편은 어떨지 모르겠으나 실망
휴가,10,이란희 감독런스런 영화네요잘봤습니다배우들의 연기력도오랫만에 좋은 영화 잘봤습니다
베놈 2: 렛 데어 비 카니지,7,베놈과카니지의  만남과 그리고 액션들그렇게  카니지의 베놈은 그저 먹잇감있지 그렇게도늘 영상이만 좋았고 또 재미있게 보았고 또마지막엔스파더맨의 만남이 기대가되네요
베놈 2: 렛 데어 비 카니지,6,카니지 이대로 죽은거임?
7번방의 선물,4,꼭 이렇게 까지 억지 감동을 유발해야 했을까. 감정의 깊이와 장면의 깊이는 어떤 상관관계도 없음을...
듄,10,이런 위대한 영화를 영화관에서 보게 되는 날이 오게 될 줄이야.
듄,10,그냥 미침..30분 본 줄 알았는데 어느새 끝나있고소름 여러번 돋고.. 유튭으로 미리 쫌 공부해가세요 내기준 매드맥스 이후 가장 소름+충격 다음편이 너무 기대됨..아 ㅠㅠㅠㅠ
나는 나를 해고하지 않는다,10,현실이 팍팍 합니다 슬프기도 ㅎ
킬 유어 달링,7,"극 자체를 이끌어 나가는 흡입력은 좋았지만, 그것을 심도있게 다뤘다면 더 좋았을 것 같다."
내 사랑,10,
